clade_name	clade_taxid	ETV364_8_filtered.fastq_profiled_metagenome	ETV364_7_filtered.fastq_profiled_metagenome	ETV364_50_filtered.fastq_profiled_metagenome	ETV364_38_filtered.fastq_profiled_metagenome	ETV364_37_filtered.fastq_profiled_metagenome	ETV364_36_filtered.fastq_profiled_metagenome	ETV364_35_filtered.fastq_profiled_metagenome	ETV364_33_filtered.fastq_profiled_metagenome	ETV364_32_filtered.fastq_profiled_metagenome	ETV364_30_filtered.fastq_profiled_metagenome	ETV364_3_filtered.fastq_profiled_metagenome	ETV364_29_filtered.fastq_profiled_metagenome	ETV364_21_filtered.fastq_profiled_metagenome	ETV364_20_filtered.fastq_profiled_metagenome	ETV364_17_filtered.fastq_profiled_metagenome	ETV364_16_filtered.fastq_profiled_metagenome	ETV364_15_filtered.fastq_profiled_metagenome	ETV364_12_filtered.fastq_profiled_metagenome	ETV364_1_filtered.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836	2|1239|186801|186802|186803|	52214	106424	0	279843	173359	433149	0	18423	37566	19556	460461	534759	3172	0	19650	209162	23838	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496	2|1239|186801|186802|186803||	52214	106424	0	279843	173359	433149	0	18423	37566	19556	460461	534759	3172	0	19650	209162	23838	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496|t__SGB41496	2|1239|186801|186802|186803|||	52214	106424	0	279843	173359	433149	0	18423	37566	19556	460461	534759	3172	0	19650	209162	23838	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844	2|1239|186801|186802|186803|	31660	1138405	758084	291228	2548588	137297	1132060	28476	1904139	2624805	64399	28903	85621	1655346	257013	11302	25306	29020	340630
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB102314	2|1239|186801|186802|186803||	8667	2268	3300	6645	2815	10219	5215	9453	5797	7317	3605	13898	5852	3337	6355	11302	5445	24916	8518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB102314|t__SGB102314	2|1239|186801|186802|186803|||	8667	2268	3300	6645	2815	10219	5215	9453	5797	7317	3605	13898	5852	3337	6355	11302	5445	24916	8518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511	2|1239|186801|186802|186803||	22993	1136137	754784	284583	2545773	127078	1126845	19023	1898342	2617488	60794	15005	79769	1652009	250658	0	19861	4104	332112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511|t__SGB41511	2|1239|186801|186802|186803|||	22993	1136137	754784	284583	2545773	127078	1126845	19023	1898342	2617488	60794	15005	79769	1652009	250658	0	19861	4104	332112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28865	2|1239|186801|186802|186803|	0	0	0	0	56689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB41537	2|1239|186801|186802|186803||	0	0	0	0	56689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB41537|t__SGB41537	2|1239|186801|186802|186803|||	0	0	0	0	56689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB30861	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB30861|s__GGB30861_SGB44083	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB30861|s__GGB30861_SGB44083|t__SGB44083	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0	0	0	0	0	0	148039	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	0	0	0	0	0	0	148039	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794|t__SGB59794	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	0	0	0	0	0	0	148039	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644	2|1239|186801|186802|186803|	231016	45208	83207	168060	55458	246897	142476	44564	34819	167305	88301	117970	118	282247	30659	115970	52198	62866	169282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644|s__GGB42644_SGB59842	2|1239|186801|186802|186803||	231016	45208	83207	168060	55458	246897	142476	44564	34819	167305	88301	117970	118	282247	30659	115970	52198	62866	169282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644|s__GGB42644_SGB59842|t__SGB59842	2|1239|186801|186802|186803|||	231016	45208	83207	168060	55458	246897	142476	44564	34819	167305	88301	117970	118	282247	30659	115970	52198	62866	169282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109	2|1239|186801|186802|186803|	17658	9313	9974	116504	0	9601	27619	26002	19668	3500	9751	8001	8001	1542	5402	11629	66990	3176	30625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238	2|1239|186801|186802|186803||	17658	9313	9974	116504	0	9601	27619	26002	19668	3500	9751	8001	8001	1542	5402	11629	66990	3176	30625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238|t__SGB102238	2|1239|186801|186802|186803|||	17658	9313	9974	116504	0	9601	27619	26002	19668	3500	9751	8001	8001	1542	5402	11629	66990	3176	30625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	3719310	4210574	6686446	6741256	1409865	7101850	4717896	2412688	5004119	11582580	5351907	5604532	2197784	3975660	4318389	4650163	4525331	7529783	6824806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	2|1239|186801|186802|186803||1898203	2525104	1658796	3739905	1054099	1231820	2460933	1608162	2383841	4693059	2663748	103274	1147134	2115099	2196018	3394571	3237184	2580925	1681361	2361870
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4	2|1239|186801|186802|186803||397287	1187077	2485457	2174327	5676529	33625	4636119	3072255	20427	66547	7316816	5222447	4451004	39617	1774334	923500	0	1943974	5137718	4376536
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4|t__SGB7272	2|1239|186801|186802|186803||397287|	1187077	2485457	2174327	5676529	33625	4636119	3072255	20427	66547	7316816	5222447	4451004	39617	1774334	923500	0	1943974	5137718	4376536
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2	2|1239|186801|186802|186803||397290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2|t__SGB7277	2|1239|186801|186802|186803||397290|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308	2|1239|186801|186802|186803||1235799	0	0	9823	0	0	0	14779	0	21499	0	0	0	0	0	0	53157	0	7511	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB7279	2|1239|186801|186802|186803||1235799|	0	0	9823	0	0	0	14779	0	21499	0	0	0	0	0	0	53157	0	7511	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329	2|1239|186801|186802|186803||2592090	1706	0	0	1994	0	1540	321	1359	716	0	500	1332	0	1492	318	0	432	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329|t__SGB42354	2|1239|186801|186802|186803||2592090|	1706	0	0	1994	0	1540	321	1359	716	0	500	1332	0	1492	318	0	432	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335	2|1239|186801|186802|186803||1235793	0	0	0	0	0	0	0	0	0	0	25686	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335|t__SGB5155	2|1239|186801|186802|186803||1235793|	0	0	0	0	0	0	0	0	0	0	25686	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_12	2|1239|186801|186802|186803||2763666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077	2|1239|186801|186802|186803||2763666|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41412	2|1239|186801|186802|186803||1898203|	28617	0	0	53885	2347	31648	0	63604	0	0	583	41197	539	287762	69426	3260	89380	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41420	2|1239|186801|186802|186803||1898203|	7646	144782	3599	6684	3631	4773	85889	7621	55948	76562	8576	25075	14657	3184	308	6479	3398	4738	188171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41422	2|1239|186801|186802|186803||1898203|	0	4326	0	0	0	0	3681	0	455834	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41453	2|1239|186801|186802|186803||1898203|	1839232	813813	335163	0	0	1704704	450626	1517189	2116351	644577	0	54843	1565147	0	2933294	0	2233555	442340	383692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41475	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	64844	18993	0	0	0	0	0	0	56887	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41510	2|1239|186801|186802|186803||1898203|	117986	13112	38578	17337	30094	134985	39951	130090	79242	28318	53213	33816	106567	25012	53796	783010	115023	254669	61131
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41554	2|1239|186801|186802|186803||1898203|	487295	137282	2256866	605173	70134	202504	120625	618478	337546	476503	0	764734	310390	1195326	296447	265081	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41558	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	0	483501	36246	0	1104994	0	0	0	0	0	118204	121912	117651	10880
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41609	2|1239|186801|186802|186803||1898203|	36376	521714	835947	356406	306566	301228	186127	5788	1104444	131817	25916	129016	3066	394551	34395	1758915	13339	132952	1180363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41615	2|1239|186801|186802|186803||1898203|	0	0	0	0	117213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41618	2|1239|186801|186802|186803||1898203|	0	0	34112	0	190492	0	0	0	1283	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7268	2|1239|186801|186802|186803||1898203|	4678	0	19943	704	0	0	174431	3418	491482	45756	0	22152	45626	0	0	0	0	697679	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7271	2|1239|186801|186802|186803||1898203|	3274	23767	215697	13910	511343	16247	44338	1407	50929	155221	14986	76301	69107	233296	6905	302235	4318	31332	537633
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424	2|1239|186801|186802|186803||	5423	66321	762391	8634	144420	3258	22379	7061	222298	1602016	0	5062	43068	3816	0	1359822	0	703193	86400
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	2|1239|186801|186802|186803|||	5423	66321	762391	8634	144420	3258	22379	7061	222298	1602016	0	5062	43068	3816	0	1359822	0	703193	86400
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter	2|1239|186801|186802|186803|2813348	14509	0	0	185	0	7786	0	130	0	0	19216	0	0	3329	4830	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis	2|1239|186801|186802|186803|2813348|2219695	14509	0	0	185	0	7786	0	130	0	0	19216	0	0	3329	4830	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis|t__SGB4592	2|1239|186801|186802|186803|2813348|2219695|	14509	0	0	185	0	7786	0	130	0	0	19216	0	0	3329	4830	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella	2|1239|186801|186802|186803|2676048	170852	65181	45801	0	16083	69702	193776	53276	78339	125303	60566	109768	206111	143908	115945	10588	79180	49917	42523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila	2|1239|186801|186802|186803|2676048|2044587	170852	65181	45801	0	16083	69702	193776	53276	78339	125303	60566	109768	206111	143908	115945	10588	79180	49917	42523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila|t__SGB7270	2|1239|186801|186802|186803|2676048|2044587|	170852	65181	45801	0	16083	69702	193776	53276	78339	125303	60566	109768	206111	143908	115945	10588	79180	49917	42523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens	2|1239|186801|186802|186803|2811390	203054	0	0	42997	0	232057	0	22467	0	0	204122	28007	106745	309620	12527	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi	2|1239|186801|186802|186803|2811390|2681861	203054	0	0	42997	0	232057	0	22467	0	0	204122	28007	106745	309620	12527	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi|t__SGB41410	2|1239|186801|186802|186803|2811390|2681861|	203054	0	0	42997	0	232057	0	22467	0	0	204122	28007	106745	309620	12527	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	1335459	2124204	2265670	1223857	1959428	1207354	3357972	1940109	2972774	1600411	1791773	2237549	1785333	2118383	3419051	3826579	4070671	2392407	2561715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36	2|1239|186801|186802|216572|1918385|2320852	26439	26771	64637	0	29208	21475	47399	0	48129	45254	46424	85716	939	44590	0	44675	0	97849	82905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36|t__SGB43253	2|1239|186801|186802|216572|1918385|2320852|	26439	26771	64637	0	29208	21475	47399	0	48129	45254	46424	85716	939	44590	0	44675	0	97849	82905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	2|1239|186801|186802|216572|244127	26888	3779	0	34047	0	64964	1393	16552	2722	0	134593	28629	6232	104038	61658	0	210671	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	2|1239|186801|186802|216572|244127|169435	2043	916	0	4032	0	8987	0	3154	0	0	19610	3976	2262	5088	25088	0	20565	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__SGB82507	2|1239|186801|186802|216572|244127|169435|	2043	916	0	4032	0	8987	0	3154	0	0	19610	3976	2262	5088	25088	0	20565	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93	2|1239|186801|186802|216572|244127|2320853	24845	2863	0	30015	0	55977	1393	13398	2722	0	114983	24653	3970	98950	36570	0	190106	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93|t__SGB43003	2|1239|186801|186802|216572|244127|2320853|	24845	2863	0	30015	0	55977	1393	13398	2722	0	114983	24653	3970	98950	36570	0	190106	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	2|1239|186801|186802|216572|946234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii	2|1239|186801|186802|216572|946234|292800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii|t__SGB15132	2|1239|186801|186802|216572|946234|292800|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295	2|1239|186801|186802|216572|	0	0	0	0	0	659	50648	116509	4013	0	28909	0	0	15524	99259	0	292007	6085	7522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295|s__GGB30295_SGB43259	2|1239|186801|186802|216572||	0	0	0	0	0	659	50648	116509	4013	0	28909	0	0	15524	99259	0	292007	6085	7522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295|s__GGB30295_SGB43259|t__SGB43259	2|1239|186801|186802|216572|||	0	0	0	0	0	659	50648	116509	4013	0	28909	0	0	15524	99259	0	292007	6085	7522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297	2|1239|186801|186802|216572|	0	0	0	0	0	0	5347	0	0	0	0	0	0	0	0	0	0	0	8128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261	2|1239|186801|186802|216572||	0	0	0	0	0	0	5347	0	0	0	0	0	0	0	0	0	0	0	8128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261|t__SGB43261	2|1239|186801|186802|216572|||	0	0	0	0	0	0	5347	0	0	0	0	0	0	0	0	0	0	0	8128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	183058	53652	0	0	0	0	111173	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	183058	53652	0	0	0	0	111173	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508|t__SGB43508	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	183058	53652	0	0	0	0	111173	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454	2|1239|186801|186802|216572|	0	1127886	941559	186123	442690	14173	724559	37720	422644	495923	19470	143717	0	8635	132715	1727973	497083	109002	533114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514	2|1239|186801|186802|216572||	0	1127886	941559	186123	442690	14173	724559	37720	422644	495923	19470	143717	0	8635	132715	1727973	497083	109002	533114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514|t__SGB43514	2|1239|186801|186802|216572|||	0	1127886	941559	186123	442690	14173	724559	37720	422644	495923	19470	143717	0	8635	132715	1727973	497083	109002	533114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461	2|1239|186801|186802|216572|	0	174670	220683	76402	56864	0	518109	0	778870	12822	0	10856	2360	89141	0	537569	0	37089	347351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530	2|1239|186801|186802|216572||	0	117243	47005	0	45848	0	518109	0	778870	12822	0	2653	0	89141	0	537569	0	37089	38860
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530|t__SGB43530	2|1239|186801|186802|216572|||	0	117243	47005	0	45848	0	518109	0	778870	12822	0	2653	0	89141	0	537569	0	37089	38860
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533	2|1239|186801|186802|216572||	0	57427	173678	76402	11016	0	0	0	0	0	0	8203	2360	0	0	0	0	0	308491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533|t__SGB43533	2|1239|186801|186802|216572|||	0	57427	173678	76402	11016	0	0	0	0	0	0	8203	2360	0	0	0	0	0	308491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209|t__SGB63209	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463	2|1239|186801|186802|216572|	340131	16696	70422	302795	53867	331465	458105	144030	59996	0	305321	524070	116715	1280737	284176	65293	371289	108632	115110
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7256	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197|t__SGB102197	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7256	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537	2|1239|186801|186802|216572||	340131	16696	70422	302795	53867	331465	458105	144030	59996	0	305321	524070	116715	1280737	284176	65293	371289	101376	115110
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537|t__SGB43537	2|1239|186801|186802|216572|||	340131	16696	70422	302795	53867	331465	458105	144030	59996	0	305321	524070	116715	1280737	284176	65293	371289	101376	115110
